Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,50215,50215,49718,50206,48772
Interest Expense,14325,14325,11600,8795,7735
Income Before Tax,7600,7600,9382,8640,3207
Income Tax Expense,1572,1572,1614,5347,897
Income from Continuing Operations,6028,6028,7768,3293,2310
Net Income,6028,6028,7768,3293,2310
Net Income available to common shareholders,6028,6028,7768,3293,2295
Basic EPS,-,-,0.43,0.18,0.12
Diluted EPS,-,-,0.43,0.18,0.12
Basic Average Shares,-,-,17933,18498,18896
Diluted Average Shares,-,-,18037,18600,18955
