Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,685362,140223,416923,302589
Depreciation & amortization,-,723951,741750,739534
Change in working capital,-,-910456,453576,87766
Inventory,-,-316553,-610292,-396758
Other working capital,-,-1266749,1214764,214973
Other non-cash items,-,-3895,-621612,-29179
Net cash provided by operating activites,-,-214287,1834679,781758
Investments in property plant and equipment,-,-1052462,-619915,-566785
Purchases of investments,-,-40112,-377,-108046
Other investing activites,-,-2154,-687,20469
Net cash used for investing activites,-,-1092797,-619335,-649758
Net change in cash,-,-1539142,762649,-340558
Cash at beginning of period,-,4915953,4153303,4493862
Cash at end of period,-,3376810,4915953,4153303
Operating Cash Flow,-,-214287,1834679,781758
Capital Expenditure,-,-1052462,-619915,-566785
Free Cash Flow,-,-1266749,1214764,214973
