Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Net Income,-5968000,-5344000,-493000,910000,-39000
Depreciation & amortization,-,1544000,1786000,1839000,1931000
Change in working capital,-,1853000,1103000,-726000,-939000
Inventory,-,2110000,2420000,251000,-1227000
Other working capital,-,2792000,2393000,188000,1763000
Other non-cash items,-,425000,359000,261000,420000
Net cash provided by operating activites,-,3846000,3950000,2513000,3573000
Investments in property plant and equipment,-,-1054000,-1557000,-2325000,-1810000
Purchases of investments,-,-3336000,-200000,-,-
Sales/Maturities of investments,-,200000,100000,-,-
Other investing activites,-,357000,221000,-289000,-228000
Net cash used for investing activites,-,-3809000,-1476000,-2713000,-2010000
Net change in cash,-,-1414000,1627000,-974000,-45000
Cash at beginning of period,-,9952000,8324000,9299000,9345000
Cash at end of period,-,8537000,9952000,8324000,9299000
Operating Cash Flow,-,3846000,3950000,2513000,3573000
Capital Expenditure,-,-1054000,-1557000,-2325000,-1810000
Free Cash Flow,-,2792000,2393000,188000,1763000
