Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3546000,3585000,7339000,7077000
Depreciation & amortization,-,2624000,2397000,2806000
Change in working capital,-,-408448000,-16055000,-144507000
Other working capital,-,-418729000,-37577000,-164644000
Other non-cash items,-,-51713000,-67508000,-60615000
Net cash provided by operating activites,-,-416343000,-34640000,-161016000
Investments in property plant and equipment,-,-2386000,-2937000,-3628000
Purchases of investments,-,-149588000,-139563000,-361903000
Sales/Maturities of investments,-,765475000,455671000,360031000
Other investing activites,-,2000,-1000,1000
Net cash used for investing activites,-,613724000,313341000,-5026000
Net change in cash,-,178555000,266880000,-168189000
Cash at beginning of period,-,1416427000,1149546000,1317735000
Cash at end of period,-,1594982000,1416427000,1149546000
Operating Cash Flow,-,-416343000,-34640000,-161016000
Capital Expenditure,-,-2386000,-2937000,-3628000
Free Cash Flow,-,-418729000,-37577000,-164644000
