Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,67568,123949,175843,949880
Depreciation & amortization,-,422560,425602,380884
Stock based compensation,-,16589,9148,8265
Change in working capital,-,113733,-105432,-879950
Inventory,-,-9210,-52166,155823
Other working capital,-,504654,-145452,-562091
Other non-cash items,-,48271,30167,-66716
Net cash provided by operating activites,-,774004,317206,-274233
Investments in property plant and equipment,-,-269350,-462658,-287858
Purchases of investments,-,-6461,-6338,-24356
Sales/Maturities of investments,-,-,121709,639111
Other investing activites,-,-43812,-13544,-2
Net cash used for investing activites,-,-319443,-360650,327975
Net change in cash,-,57079,-492946,-29915
Cash at beginning of period,-,308342,801289,831205
Cash at end of period,-,365421,308342,801289
Operating Cash Flow,-,774004,317206,-274233
Capital Expenditure,-,-269350,-462658,-287858
Free Cash Flow,-,504654,-145452,-562091
