Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017
Net Income,329971,505579,329971,226160
Depreciation & amortization,63089,101043,63089,75781
Change in working capital,-181701,259011,-181701,-205030
Inventory,-130223,-56599,-130223,-118188
Other working capital,203764,893066,203764,183435
Other non-cash items,93421,133455,93421,143164
Net cash provided by operating activites,326221,1116326,326221,222073
Investments in property plant and equipment,-122457,-223260,-122457,-38638
Purchases of investments,-,-,-,-50000
Sales/Maturities of investments,-,-,-,45000
Other investing activites,-52290,-30751,-52290,-3291
Net cash used for investing activites,-174472,-251380,-174472,-32625
Net change in cash,451889,1229709,451889,46580
Cash at beginning of period,1516306,1968195,1516306,1469726
Cash at end of period,1968195,3197905,1968195,1516306
Operating Cash Flow,326221,1116326,326221,222073
Capital Expenditure,-122457,-223260,-122457,-38638
Free Cash Flow,203764,893066,203764,183435
