Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-3.617,-21.061,-,-2.6
Acquisitions net,-,-,-516.755,-,-
Purchases of investments,-,-160,-,-,-
Net cash used for investing activites,-,7487,2201,-,-2.6
Debt repayment,-,-1760,-,-,-
Common stock issued,-,579.707,3600,1949,2224
Common stock repurchased,-,-,-458.044,-118.272,-82.289
Net cash used privided by (used for) financing activities,-1750,-1172,3146,1833,2159
Net change in cash,-3382,1175,-63.419,-414.88,-186.975
Cash at beginning of period,4844,755.661,740.16,1158,1346
Cash at end of period,1462,2014,755.661,740.16,1158
Capital Expenditure,-,-3.617,-21.061,-,-2.6
Free Cash Flow,-1632,-5144,-5432,-2248,-2346
