Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,4201000,3869000,3097000,2767000,1980000
Depreciation & amortization,2717000,2529000,2369000,2217000,2160000
Change in working capital,1229000,-595000,-1309000,225000,-1835000
Inventory,1228000,-293000,-488000,-100000,-571000
Other working capital,7035000,4586000,2502000,4458000,589000
Other non-cash items,233000,263000,178000,224000,208000
Net cash provided by operating activites,9565000,6877000,4742000,6339000,2449000
Investments in property plant and equipment,-2530000,-2291000,-2240000,-1881000,-1860000
Acquisitions net,-,-,-,-,-209000
Purchases of investments,-556000,-99000,-,-,-48000
Other investing activites,-284000,-303000,-211000,-359000,-425000
Net cash used for investing activites,-3852000,-2836000,-3064000,-2406000,-2629000
Net change in cash,24022000,2211000,-1328000,2511000,-540000
Cash at beginning of period,4742000,5531000,6860000,4349000,4889000
Cash at end of period,28897000,8479000,5531000,6860000,4349000
Operating Cash Flow,9565000,6877000,4742000,6339000,2449000
Capital Expenditure,-2530000,-2291000,-2240000,-1881000,-1860000
Free Cash Flow,7035000,4586000,2502000,4458000,589000
