Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,66604000,117992000,133768000,85482000
Depreciation & amortization,131462000,112495000,107103000,110281000
Change in working capital,-36704000,-76762000,3878000,18635000
Inventory,-15724000,-35613000,-55626000,2449000
Other working capital,203434000,208143000,293250000,187446000
Other non-cash items,-30437000,48781000,9303000,6435000
Net cash provided by operating activites,203434000,208143000,293250000,187446000
Acquisitions net,-204592000,-3348000,-13236000,-101969000
Purchases of investments,-127373000,-9126000,-14276000,-1330000
Sales/Maturities of investments,2115000,2420000,6092000,35596000
Other investing activites,-140447000,-170783000,-133100000,-134619000
Net cash used for investing activites,-470297000,-180837000,-154520000,-199742000
Net change in cash,66722000,-30251000,38634000,-22303000
Cash at beginning of period,242336000,231929000,193295000,215592000
Cash at end of period,310011000,201678000,231929000,193289000
Operating Cash Flow,203434000,208143000,293250000,187446000
Free Cash Flow,203434000,208143000,293250000,187446000
