Breakdown,ttm,6/30/2019,6/30/2018,12/31/2017
Total Revenue,7776,7121,10483,-
Income Before Tax,5053,3826,7285,-
Income Tax Expense,1329,999.905,1804,-
Income from Continuing Operations,3724,2826,5481,-
Net Income,3440,2533,5214,-
Net Income available to common shareholders,3440,2533,5214,-
Basic EPS,-,0.02,0.04,0.00
Diluted EPS,-,0.02,0.04,0.00
Basic Average Shares,-,130478,130300,-
Diluted Average Shares,-,130478,133705,-
