Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2208366,1762206,2014286,1898554
Depreciation & amortization,-,435181,393631,426719
Change in working capital,-,-60865,-151353,-1562084
Inventory,-,-82502,51096,47125
Other working capital,-,1422104,2214858,516738
Other non-cash items,-,-108090,18426,187364
Net cash provided by operating activites,-,2132636,2499787,716508
Investments in property plant and equipment,-,-710532,-284929,-199770
Acquisitions net,-,-348869,-,-
Purchases of investments,-,-81973,-19961,-18240
Sales/Maturities of investments,-,-,1759,-
Other investing activites,-,-,-1,-
Net cash used for investing activites,-,-1109361,-264915,-210513
Net change in cash,-,409157,1813022,-14840
Cash at beginning of period,-,12626591,10813568,10828409
Cash at end of period,-,13035748,12626591,10813568
Operating Cash Flow,-,2132636,2499787,716508
Capital Expenditure,-,-710532,-284929,-199770
Free Cash Flow,-,1422104,2214858,516738
