Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,273977,479503,329337,696209
Depreciation & amortization,-,69758,55811,52979
Change in working capital,-,1186936,845121,-1186920
Inventory,-,312875,-513536,-307970
Other working capital,-,1670980,1079931,-600966
Other non-cash items,-,79233,-,-
Net cash provided by operating activites,-,1874962,1191014,-555971
Investments in property plant and equipment,-,-203982,-111083,-44995
Purchases of investments,-,-10212,-160085,-414558
Sales/Maturities of investments,-,125051,200000,203078
Other investing activites,-,32123,111747,203504
Net cash used for investing activites,-,-57710,40579,-52971
Net change in cash,-,1715097,1128565,-856154
Cash at beginning of period,-,6922464,5793899,6650054
Cash at end of period,-,8637562,6922464,5793899
Operating Cash Flow,-,1874962,1191014,-555971
Capital Expenditure,-,-203982,-111083,-44995
Free Cash Flow,-,1670980,1079931,-600966
