Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,18070000,22793000,12238000,11319000
Depreciation & amortization,7310000,6853000,6446000,5931000
Change in working capital,-2023000,2578000,-11895000,-2726000
Inventory,-2027000,1907000,-7691000,-3069000
Other working capital,10307000,14692000,4854000,14793000
Other non-cash items,-829000,-1205000,1833000,-1404000
Net cash provided by operating activites,21677000,24393000,13751000,19178000
Investments in property plant and equipment,-11370000,-9701000,-8897000,-4385000
Acquisitions net,-,-,-2165000,-
Purchases of investments,-12089000,-9926000,-15854000,-20626000
Sales/Maturities of investments,5233000,7021000,15581000,13961000
Other investing activites,-399000,-588000,4000,-53000
Net cash used for investing activites,-18444000,-13008000,-18510000,-14914000
Net change in cash,-4403000,6837000,-7973000,-1843000
Cash at beginning of period,26009000,22723000,30697000,32540000
Cash at end of period,22719000,29561000,22723000,30697000
Operating Cash Flow,21677000,24393000,13751000,19178000
Capital Expenditure,-11370000,-9701000,-8897000,-4385000
Free Cash Flow,10307000,14692000,4854000,14793000
