Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,39586000,57316000,36552000,24302000
Depreciation & amortization,166367000,59397000,65180000,47494000
Change in working capital,89402000,-4347000,6016000,-30573000
Inventory,2044000,1689000,-1810000,1068000
Other working capital,270750000,124840000,97445000,26929000
Other non-cash items,40041000,20427000,20896000,30093000
Net cash provided by operating activites,334002000,159742000,152729000,83351000
Investments in property plant and equipment,-63252000,-34902000,-55284000,-56422000
Acquisitions net,-,-,0,-2481000
Purchases of investments,-68495000,-4250000,-8489000,-1522000
Sales/Maturities of investments,24067000,8745000,5531000,3164000
Other investing activites,152285000,134648000,-8868000,-12700000
Net cash used for investing activites,45797000,109257000,-49502000,-30657000
Net change in cash,142677000,111988000,64885000,49253000
Cash at beginning of period,208025000,253174000,188289000,139036000
Cash at end of period,351780000,353498000,253174000,188289000
Operating Cash Flow,334002000,159742000,152729000,83351000
Capital Expenditure,-63252000,-34902000,-55284000,-56422000
Free Cash Flow,270750000,124840000,97445000,26929000
