Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,2204000,1250000,-142000,2205000,3364000
Depreciation & amortization,6588000,6588000,5849000,5288000,4187000
Change in working capital,1178000,1178000,-4237000,1659000,169000
Inventory,1294000,1294000,-1248000,727000,100000
Other working capital,7634000,7634000,-1807000,5160000,2863000
Other non-cash items,541000,541000,120000,-471000,93000
Net cash provided by operating activites,10022000,10022000,369000,9175000,8089000
Investments in property plant and equipment,-2388000,-2388000,-2176000,-4015000,-5226000
Acquisitions net,-700000,-700000,-70000,-9486000,-543000
Purchases of investments,-20000,-20000,-69000,-77000,-1515000
Sales/Maturities of investments,-,-,1413000,137000,-
Other investing activites,-921000,-921000,-651000,-568000,-247000
Net cash used for investing activites,-3990000,-3990000,-1515000,-13995000,-5501000
Net change in cash,1251000,1251000,-4408000,-1526000,287000
Cash at beginning of period,6044000,6044000,10453000,11979000,11391000
Cash at end of period,7312000,7312000,6044000,10453000,11979000
Operating Cash Flow,10022000,10022000,369000,9175000,8089000
Capital Expenditure,-2388000,-2388000,-2176000,-4015000,-5226000
Free Cash Flow,7634000,7634000,-1807000,5160000,2863000
