Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,245995,224728,229206,216665
Liabilities,,,,
Total Liabilities,534,670,514,1202
Stockholders' Equity,,,,
Common Stock,73495,72699,72699,70492
Total stockholders' equity,245461,224058,228692,215463
Total liabilities and stockholders' equity,245995,224728,229206,216665
