Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,427369,383341,-292752,2533806
Depreciation & amortization,-,156497,156517,174846
Change in working capital,-,-116950,17353,48707
Other working capital,-,271809,-367979,-555316
Other non-cash items,-,72801,92003,54425
Net cash provided by operating activites,-,313114,-319555,-496094
Investments in property plant and equipment,-,-41305,-48424,-59222
Other investing activites,-,-1492,-13574,-45796
Net cash used for investing activites,-,-25496,-61998,4082279
Net change in cash,-,204671,-465331,928179
Cash at beginning of period,-,538053,1003384,75204
Cash at end of period,-,742724,538053,1003384
Operating Cash Flow,-,313114,-319555,-496094
Capital Expenditure,-,-41305,-48424,-59222
Free Cash Flow,-,271809,-367979,-555316
