Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8675000,9158000,9067000,7037000
Depreciation & amortization,-,3965000,3976000,4022000
Change in working capital,-,-2219000,-1061000,-628000
Inventory,-,-1129000,-61000,-214000
Other working capital,-,3316000,11804000,5216000
Other non-cash items,-,149000,2019000,1077000
Net cash provided by operating activites,-,9388000,17117000,9381000
Investments in property plant and equipment,-,-6072000,-5313000,-4165000
Acquisitions net,-,-,-1001000,-1244000
Purchases of investments,-,-604000,-39000,-4000
Other investing activites,-,-2502000,-1341000,-745000
Net cash used for investing activites,-,-9022000,-7372000,-6115000
Net change in cash,-,-1662000,4468000,539000
Cash at beginning of period,-,17988000,13441000,12902000
Cash at end of period,-,16381000,17988000,13441000
Operating Cash Flow,-,9388000,17117000,9381000
Capital Expenditure,-,-6072000,-5313000,-4165000
Free Cash Flow,-,3316000,11804000,5216000
