Breakdown,ttm,6/30/2019
Selling General and Administrative,1202,1316
Total Operating Expenses,899.617,1321
Operating Income or Loss,-899.617,-1321
Interest Expense,2.243,876
Income Before Tax,-829.552,-2143
Income Tax Expense,0,0
Income from Continuing Operations,-829.552,-2143
Net Income,-829.552,-2143
Net Income available to common shareholders,-829.552,-2143
Basic EPS,-,-0.04
Diluted EPS,-,-0.04
Basic Average Shares,-,49781
Diluted Average Shares,-,49781
