Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2572000,2296000,2877000,2867000
Depreciation & amortization,-,2077000,1745000,1754000
Change in working capital,-,-1986000,280000,-316000
Inventory,-,28000,-158000,-216000
Other working capital,-,-4326000,-6819000,783000
Other non-cash items,-,82000,153000,50000
Net cash provided by operating activites,-,2405000,4950000,4692000
Investments in property plant and equipment,-,-6731000,-11769000,-3909000
Acquisitions net,-,-2164000,-,-
Purchases of investments,-,-21000,-62000,-19000
Sales/Maturities of investments,-,19000,21000,-
Other investing activites,-,2000,-1000,-1000
Net cash used for investing activites,-,-8895000,-11811000,-3929000
Net change in cash,-,-2145000,-707000,6366000
Cash at beginning of period,-,13072000,13779000,7412000
Cash at end of period,-,10927000,13072000,13779000
Operating Cash Flow,-,2405000,4950000,4692000
Capital Expenditure,-,-6731000,-11769000,-3909000
Free Cash Flow,-,-4326000,-6819000,783000
