Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,33512000,40265000,36008000,28685000
Depreciation & amortization,-,33465000,33981000,31956000
Change in working capital,-,-8475000,4491000,-354000
Inventory,-,591000,-292000,2039000
Other working capital,-,23960000,48253000,28350000
Other non-cash items,-,-6287000,4179000,-1358000
Net cash provided by operating activites,-,61102000,82357000,64937000
Investments in property plant and equipment,-,-37142000,-34104000,-36587000
Purchases of investments,-,-579000,-761000,-1422000
Sales/Maturities of investments,-,288000,10000,48000
Other investing activites,-,-1846000,-5504000,-10435000
Net cash used for investing activites,-,-38593000,-39447000,-47893000
Net change in cash,-,10676000,25109000,4161000
Cash at beginning of period,-,115449000,90339000,86177000
Cash at end of period,-,126125000,115449000,90339000
Operating Cash Flow,-,61102000,82357000,64937000
Capital Expenditure,-,-37142000,-34104000,-36587000
Free Cash Flow,-,23960000,48253000,28350000
