Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,3.092,-61.155,-568.027,-731.026,-12.505
Acquisitions net,-,-,-,34.764,-
Net cash used for investing activites,3.092,-61.155,-568.027,-696.262,-12.505
Debt repayment,171.498,308.428,-17.779,-90.848,-
Common stock issued,747.584,1101,-,7250,-
Common stock repurchased,-86.422,-111.702,-,-622.19,-
Other financing activites,-,-47.009,-,-,12.161
Net cash used privided by (used for) financing activities,785.651,1251,518.128,6537,12.161
Net change in cash,-116.143,23.84,-2923,2497,-135.061
Cash at beginning of period,560.417,315.046,3254,757.395,144.134
Cash at end of period,444.274,379.179,315.046,3254,9.073
Capital Expenditure,3.092,-61.155,-568.027,-731.026,-12.505
Free Cash Flow,-901.794,-1227,-3441,-4075,-147.222
