Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,9495,12561,21393,51000
Liabilities,,,,
Total Liabilities,1452,4247,7475,13837
Stockholders' Equity,,,,
Common Stock,6,6,6,6
Retained Earnings,-24225,-23920,-18149,4534
Accumulated other comprehensive income,0,2,-39,-411
Total stockholders' equity,8043,8314,13918,37163
Total liabilities and stockholders' equity,9495,12561,21393,51000
