Breakdown,ttm,1/31/2019,1/31/2018,1/31/2017
Net Income,61838,102306,139755,58296
Depreciation & amortization,-,69412,47067,26262
Change in working capital,-,-322434,-56485,-27956
Inventory,-,-190336,-69234,-5995
Other working capital,-,-187096,82947,22159
Other non-cash items,-,-17387,41251,-11285
Net cash provided by operating activites,-,-169823,135068,22667
Investments in property plant and equipment,-,-17273,-52121,-508
Acquisitions net,-,-24837,-14907,-
Sales/Maturities of investments,-,30035,-,234981
Other investing activites,-,19254,-33128,1105
Net cash used for investing activites,-,7179,-100156,235578
Net change in cash,-,9918,-42777,439772
Cash at beginning of period,-,672904,715681,275909
Cash at end of period,-,682823,672904,715681
Operating Cash Flow,-,-169823,135068,22667
Capital Expenditure,-,-17273,-52121,-508
Free Cash Flow,-,-187096,82947,22159
