Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,766467,671566,513600,512290
Liabilities,,,,
Total Liabilities,612294,526146,435628,444487
Stockholders' Equity,,,,
Common Stock,140572,140395,85994,85194
Retained Earnings,44807,40429,28496,18920
Accumulated other comprehensive income,-34221,-37368,-38194,-37740
Total stockholders' equity,151158,143456,76296,66374
Total liabilities and stockholders' equity,766467,671566,513600,512290
