Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Sales/Maturities of investments,96.346,96.346,-,-,-
Net cash used for investing activites,96.346,96.346,-,-,-
Debt repayment,-2,-2,-,-,-
Common stock issued,-,-,-,-,860
Common stock repurchased,-,-,-,-,-26.731
Net cash used privided by (used for) financing activities,-,-,-,-,833.269
Net change in cash,-19.993,-19.993,-137.084,-208.094,332.394
Cash at beginning of period,41.418,41.418,178.502,386.596,54.202
Cash at end of period,21.425,21.425,41.418,178.502,386.596
Free Cash Flow,-116.339,-116.339,-137.084,-208.094,-500.875
