Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,1481038,1551458,1616048,2352530
Liabilities,,,,
Total Liabilities,550408,693423,748391,1210242
Stockholders' Equity,,,,
Common Stock,1409,1409,1409,1433
Retained Earnings,-558553,-636113,-19343,-26546
Total stockholders' equity,930630,858035,867657,1142288
Total liabilities and stockholders' equity,1481038,1551458,1616048,2352530
