Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,47501,47501,41305,42011,30544
Interest Expense,8148,8148,5213,3726,2785
Income Before Tax,14619,14619,12562,15333,9364
Income Tax Expense,3811,3811,3237,7418,3025
Income from Continuing Operations,10808,10808,9325,7915,6339
Net Income,10808,10808,9325,7915,6339
Net Income available to common shareholders,10808,10808,9325,7915,6339
Basic EPS,-,-,1.01,0.86,0.69
Diluted EPS,-,-,1.00,0.86,0.69
Basic Average Shares,-,-,9240,9199,9176
Diluted Average Shares,-,-,9313,9200,9176
