Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,914244,914244,142056,-10582541,-16114763
Depreciation & amortization,3500645,3500645,3143708,3368097,3346811
Change in working capital,-6061865,-6061865,-8416180,2325230,5504237
Inventory,235444,235444,6582590,1197808,5439242
Other working capital,-1831944,-1831944,-4212202,-755945,-5135475
Other non-cash items,2880258,2880258,2098095,2642328,2640097
Net cash provided by operating activites,1377053,1377053,-2939789,419456,-3907318
Investments in property plant and equipment,-3208997,-3208997,-1272413,-1175401,-1228157
Acquisitions net,-139466,-139466,-7388,-,-
Purchases of investments,-,-,-,-,-4000
Sales/Maturities of investments,2368,2368,1306,1178,979055
Other investing activites,-,-,-,1178,28055
Net cash used for investing activites,-3178757,-3178757,-1174471,-1011597,-235956
Net change in cash,-522848,-522848,-359857,76433,453714
Cash at beginning of period,2173580,2173580,2533437,2446923,1993209
Cash at end of period,1650732,1650732,2173580,2523356,2446923
Operating Cash Flow,1377053,1377053,-2939789,419456,-3907318
Capital Expenditure,-3208997,-3208997,-1272413,-1175401,-1228157
Free Cash Flow,-1831944,-1831944,-4212202,-755945,-5135475
