Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-137.628,-,-168.731
Acquisitions net,-,-202.361,-,-,-2414
Net cash used for investing activites,-,-202.361,-137.628,-,-2582
Debt repayment,-,-,-344.59,-58.191,-
Common stock issued,-,2000,2127,1000,681.6
Common stock repurchased,-,-150,-16.262,-,-425.119
Other financing activites,-,-,-,-,0.001
Net cash used privided by (used for) financing activities,-,1850,1766,1148,267.657
Net change in cash,834.845,759.375,68.371,780.423,-3279
Cash at beginning of period,596.34,1086,1043,272.897,3554
Cash at end of period,1431,1901,1086,1043,272.897
Capital Expenditure,-,-,-137.628,-,-168.731
Free Cash Flow,-1021,-888.264,-1698,-368.026,-1133
