Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1230610,1184559,1132916,1111183
Liabilities,,,,
Total Liabilities,1093182,1062274,1017177,1000104
Stockholders' Equity,,,,
Common Stock,634,630,626,416
Retained Earnings,86536,78434,70426,67225
Accumulated other comprehensive income,1187,-5020,-2667,-4119
Total stockholders' equity,137428,122285,115739,111079
Total liabilities and stockholders' equity,1230610,1184559,1132916,1111183
