Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,3101632000,2966545000,2978596000
Liabilities,,,
Total Liabilities,2949757000,2820094000,2839348000
Stockholders' Equity,,,
Common Stock,14697000,14697000,14697000
Retained Earnings,110318000,101915000,94693000
Total stockholders' equity,151668000,146261000,139070000
Total liabilities and stockholders' equity,3101632000,2966545000,2978596000
