Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,-48207,-17729,175427,555802
Depreciation & amortization,-,84122,77849,78628
Change in working capital,-,-505056,-608198,-361177
Inventory,-,-19323,-45218,-102988
Other working capital,-,-373184,-452011,-92037
Other non-cash items,-,41112,76623,21109
Net cash provided by operating activites,-,-345146,-377424,-75644
Investments in property plant and equipment,-,-28038,-74587,-16393
Purchases of investments,-,-12424,-13694,-13416
Sales/Maturities of investments,-,-,-,513932
Other investing activites,-,-18028,-20537,1405
Net cash used for investing activites,-,-52314,-102642,738328
Net change in cash,-,134980,-200640,-48834
Cash at beginning of period,-,3086310,3286951,3335785
Cash at end of period,-,3221290,3086310,3286951
Operating Cash Flow,-,-345146,-377424,-75644
Capital Expenditure,-,-28038,-74587,-16393
Free Cash Flow,-,-373184,-452011,-92037
