Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,533018,474343,437065,9416
Depreciation & amortization,-,139574,153221,151021
Change in working capital,-,-77530,-259869,-246127
Inventory,-,-1996,-56343,-35780
Other working capital,-,-33549,-132790,-348978
Other non-cash items,-,-53566,83764,-87127
Net cash provided by operating activites,-,50895,-48526,-195404
Investments in property plant and equipment,-,-84444,-84264,-153574
Acquisitions net,-,-24500,-,-
Purchases of investments,-,-600599,-3037,-734625
Sales/Maturities of investments,-,963985,842758,603020
Other investing activites,-,-12062,-42731,-26395
Net cash used for investing activites,-,242380,719111,-311574
Net change in cash,-,-128832,608692,-691194
Cash at beginning of period,-,4402747,3794055,4485249
Cash at end of period,-,4312452,4402747,3794055
Operating Cash Flow,-,50895,-48526,-195404
Capital Expenditure,-,-84444,-84264,-153574
Free Cash Flow,-,-33549,-132790,-348978
