Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,566733000,232414000,318077000,132810000
Depreciation & amortization,-,541805000,561257000,564276000
Change in working capital,-,-151261000,-30359000,-37781000
Other working capital,-,503709000,752183000,783038000
Other non-cash items,-,-47549000,60258000,293403000
Net cash provided by operating activites,-,503709000,752183000,783038000
Other investing activites,-,-565272000,-510671000,-458726000
Net cash used for investing activites,-,-570837000,-520593000,-478471000
Net change in cash,-,-185021000,244140000,-303075000
Cash at beginning of period,-,1184384000,940243000,1339910000
Cash at end of period,-,999362000,1184384000,940243000
Operating Cash Flow,-,503709000,752183000,783038000
Free Cash Flow,-,503709000,752183000,783038000
