Breakdown,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Total Assets,717342,733105,684544,594453
Liabilities,,,,
Total Liabilities,18674,8135,11042,16162
Stockholders' Equity,,,,
Common Stock,13808,13532,13532,13532
Total stockholders' equity,698668,724970,673502,578291
Total liabilities and stockholders' equity,717342,733105,684544,594453
