Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1618138,1538376,1221690,870791
Depreciation & amortization,-,390909,369050,349554
Change in working capital,-,180964,835858,140156
Inventory,-,-5639,-31905,-18032
Other working capital,-,2255607,2671241,1410682
Other non-cash items,-,5874,-6364,-18721
Net cash provided by operating activites,-,2255607,2671241,1410682
Purchases of investments,-,-1125000,-,-
Sales/Maturities of investments,-,900000,-,-
Other investing activites,-,-732516,-850134,-904199
Net cash used for investing activites,-,-957436,-849637,-904045
Net change in cash,-,1001346,1724025,433246
Cash at beginning of period,-,4750442,3026416,2593170
Cash at end of period,-,5751788,4750442,3026416
Operating Cash Flow,-,2255607,2671241,1410682
Free Cash Flow,-,2255607,2671241,1410682
