Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,344195,297762,216765,182023
Liabilities,,,,
Total Liabilities,311515,267041,185324,169052
Stockholders' Equity,,,,
Common Stock,23,23,22,-
Retained Earnings,14156,13277,13547,12978
Accumulated other comprehensive income,70,-648,-111,-7
Total stockholders' equity,32680,30721,31441,12971
Total liabilities and stockholders' equity,344195,297762,216765,182023
