Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Purchases of investments,-,-,-,-,10120
Sales/Maturities of investments,-,20000,1734,1375,-
Net cash used for investing activites,68,20055,5855,1450,21120
Debt repayment,-,-,-,-,-12000
Net cash used privided by (used for) financing activities,-,-,-,-,-11000
Net change in cash,-66,19804,3970,-4607,8984
Cash at beginning of period,28254,8543,4573,9180,196
Cash at end of period,28188,28347,8543,4573,9180
Free Cash Flow,-134,-251,-1885,-6057,-1136
