Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,13808800,12914200,12280600,9973000
Liabilities,,,,
Total Liabilities,10839200,10077900,9331600,8519000
Stockholders' Equity,,,,
Common Stock,703800,1060900,1089300,403100
Retained Earnings,-85200,-83300,-72700,-95200
Total stockholders' equity,618600,977600,1016600,307900
Total liabilities and stockholders' equity,13808800,12914200,12280600,9973000
