Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3521000,3686000,3399000,3689000
Depreciation & amortization,-,2672000,2797000,2742000
Change in working capital,-,-51000,-433000,93000
Inventory,-,12000,-69000,-54000
Other working capital,-,3827000,4939000,2160000
Other non-cash items,-,-60000,1492000,-788000
Net cash provided by operating activites,-,6073000,7964000,4959000
Investments in property plant and equipment,-,-2246000,-3025000,-2799000
Purchases of investments,-,-907000,-2211000,-986000
Sales/Maturities of investments,-,2402000,368000,330000
Other investing activites,-,-93000,-60000,-184000
Net cash used for investing activites,-,-844000,-4928000,-3635000
Net change in cash,-,4338000,2146000,374000
Cash at beginning of period,-,28429000,26283000,25909000
Cash at end of period,-,32768000,28429000,26283000
Operating Cash Flow,-,6073000,7964000,4959000
Capital Expenditure,-,-2246000,-3025000,-2799000
Free Cash Flow,-,3827000,4939000,2160000
