Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,833893000,797598000,812109000,817793000
Liabilities,,,,
Total Liabilities,786087000,747399000,762966000,769328000
Stockholders' Equity,,,,
Common Stock,7005000,7116000,7197000,7146000
Retained Earnings,3246000,5389000,4905000,3250000
Total stockholders' equity,47603000,49925000,48906000,48025000
Total liabilities and stockholders' equity,833893000,797598000,812109000,817793000
