Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,186758,104899,81752,58413
Liabilities,,,,
Total Liabilities,9705,6802,6092,8830
Stockholders' Equity,,,,
Common Stock,231255,154762,148834,61946
Retained Earnings,-3508,-10528,-18791,-19982
Accumulated other comprehensive income,-50694,-46137,-54383,1167
Total stockholders' equity,177053,98097,75660,43131
Total liabilities and stockholders' equity,186758,104899,81752,58413
