Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,1843400,1843400,1602400,1453400,1314900
Interest Expense,468800,468800,320300,201900,155100
Income Before Tax,652400,652400,576300,467100,409500
Income Tax Expense,132000,132000,108200,129900,128500
Income from Continuing Operations,520400,520400,468100,337200,281000
Net Income,520400,520400,468100,337200,281000
Net Income available to common shareholders,506100,506100,453800,322600,278300
Basic EPS,-,-,1.30,0.97,0.92
Diluted EPS,-,-,1.29,0.97,0.92
Basic Average Shares,-,-,349231,333093,303478
Diluted Average Shares,-,-,351660,333093,303990
