Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-,-8.255,-2.072
Acquisitions net,-4000,-4600,-2900,-,-
Net cash used for investing activites,-5357,-4600,-2900,-8.255,-2.072
Common stock issued,726.697,8189,3030,318.352,571.188
Other financing activites,-,-,-,-,-10.259
Net cash used privided by (used for) financing activities,4758,11031,10493,318.352,560.929
Net change in cash,1953,3626,4120,-136.027,-194.647
Cash at beginning of period,5277,4218,98.968,235.04,429.687
Cash at end of period,7230,7845,4218,98.968,235.04
Capital Expenditure,-,-,-,-8.255,-2.072
Free Cash Flow,1695,-2805,-3474,-454.379,-755.576
