Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,682264,735045,569785,439703
Depreciation & amortization,-,932270,764522,780779
Change in working capital,-,118462,-413481,-44724
Inventory,-,205806,-599285,78613
Other working capital,-,841143,155406,416464
Other non-cash items,-,24725,-344856,-10607
Net cash provided by operating activites,-,1700654,1108030,1202575
Investments in property plant and equipment,-,-859511,-952624,-786111
Acquisitions net,-,-,-131626,-
Purchases of investments,-,-27774,-12440,-17450
Sales/Maturities of investments,-,22822,111358,25008
Other investing activites,-,-133,679,-4270
Net cash used for investing activites,-,-902221,-947144,-722143
Net change in cash,-,1136039,146398,216808
Cash at beginning of period,-,2001999,1855601,1638792
Cash at end of period,-,3138039,2001999,1855601
Operating Cash Flow,-,1700654,1108030,1202575
Capital Expenditure,-,-859511,-952624,-786111
Free Cash Flow,-,841143,155406,416464
