Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,272551,185644,818947,192708
Depreciation & amortization,-,188686,196047,263576
Change in working capital,-,289790,52680,-211654
Inventory,-,-224655,320720,674119
Other working capital,-,801862,230922,84198
Other non-cash items,-,282846,-62302,75642
Net cash provided by operating activites,-,928046,280375,140927
Investments in property plant and equipment,-,-126184,-49453,-56729
Purchases of investments,-,-12579,-1502549,-2512
Sales/Maturities of investments,-,13701,3150,101609
Other investing activites,-,-26147,17503,1642
Net cash used for investing activites,-,-151209,514993,236897
Net change in cash,-,608394,143652,-36719
Cash at beginning of period,-,1803409,1659757,1696476
Cash at end of period,-,2411804,1803409,1659757
Operating Cash Flow,-,928046,280375,140927
Capital Expenditure,-,-126184,-49453,-56729
Free Cash Flow,-,801862,230922,84198
