Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-961.012,-889.244,-1006,-133.606,-347.982
Net cash used for investing activites,-1143,-1060,-940.972,-133.606,-347.982
Debt repayment,-,-533.419,-,-,-
Common stock issued,8699,5828,6560,5979,7010
Common stock repurchased,-,-,-118.835,-284.481,-425.429
Other financing activites,-108.454,-87.525,-58.294,-20.434,-3.305
Net cash used privided by (used for) financing activities,8283,5207,6885,5674,6581
Net change in cash,1451,-1181,668.556,1103,2043
Cash at beginning of period,3206,4839,4175,3101,1055
Cash at end of period,4657,3664,4839,4175,3101
Capital Expenditure,-961.012,-889.244,-1006,-133.606,-347.982
Free Cash Flow,-6650,-6217,-6281,-4572,-4538
