Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,410151,409617,377732,344619
Liabilities,,,,
Total Liabilities,3876,3309,2131,13134
Stockholders' Equity,,,,
Common Stock,186460,406308,375602,331485
Total stockholders' equity,406275,406308,375602,331485
Total liabilities and stockholders' equity,410151,409617,377732,344619
