Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3746,4294,7218,8252
Liabilities,,,,
Total Liabilities,94.117,86.466,326.179,69.193
Stockholders' Equity,,,,
Common Stock,1069,1069,1069,1069
Retained Earnings,-4502,-4208,-3652,-3240
Total stockholders' equity,3652,4207,6891,8183
Total liabilities and stockholders' equity,3746,4294,7218,8252
