Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,8952671000,9052152000,8873264000
Liabilities,,,
Total Liabilities,8465282000,8574407000,8426129000
Stockholders' Equity,,,
Common Stock,54573000,54573000,54573000
Retained Earnings,329367000,309747000,290180000
Total stockholders' equity,487389000,477745000,446813000
Total liabilities and stockholders' equity,8952671000,9052152000,8873264000
