Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,1747213,1747213,1555353,1483939,1359861
Interest Expense,419079,419079,243559,131050,81889
Income Before Tax,630868,630868,565485,518278,338658
Income Tax Expense,130183,130183,119061,182593,106377
Income from Continuing Operations,500685,500685,446424,335685,232281
Net Income,500758,500758,445646,334644,232668
Net Income available to common shareholders,497531,497531,441909,331083,229785
Basic EPS,-,-,6.63,5.11,3.53
Diluted EPS,-,-,6.63,5.11,3.53
Basic Average Shares,-,-,66629,64745,65086
Diluted Average Shares,-,-,66662,64806,65144
