Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,18159428,23677567,17198138,16066833,12509165
Depreciation & amortization,9253953,9562712,9446840,8676251,8460204
Change in working capital,-49940249,-30922512,-35478176,-714970,27950025
Inventory,-57902002,-33599442,-22183119,-13998480,8917911
Other working capital,-27315598,1949982,-7018945,17898769,41706347
Other non-cash items,7830797,5878873,7405978,3613298,4212427
Net cash provided by operating activites,-9098270,22197786,11961697,33174073,54495139
Investments in property plant and equipment,-18217328,-20247804,-18980642,-15275304,-12788792
Acquisitions net,-1622253,-1622253,-6757372,-123779,-390
Purchases of investments,-27536586,-32854745,-29540853,-34820174,-29982971
Sales/Maturities of investments,9193795,9473233,14678223,15893977,20877487
Other investing activites,2065304,268787,-1191008,257821,97812
Net cash used for investing activites,-37678609,-40180842,-39333097,-32379575,-17477084
Net change in cash,5129890,20417965,1079345,1857862,21526696
Cash at beginning of period,90087764,117767642,116688297,114830435,93303739
Cash at end of period,94775254,138185607,117767642,116688297,114830435
Operating Cash Flow,-9098270,22197786,11961697,33174073,54495139
Capital Expenditure,-18217328,-20247804,-18980642,-15275304,-12788792
Free Cash Flow,-27315598,1949982,-7018945,17898769,41706347
