Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,574729,553123,1308096,1113644
Depreciation & amortization,-,425086,252205,231434
Change in working capital,-,-62105,-600764,-587303
Inventory,-,-202804,-115375,-155644
Other working capital,-,-1932013,-684308,419205
Other non-cash items,-,278886,-128122,126385
Net cash provided by operating activites,-,981332,793271,1146139
Investments in property plant and equipment,-,-2913345,-1477579,-726934
Acquisitions net,-,-56133,-,-
Purchases of investments,-,-1246,-1155,-1141
Other investing activites,-,-1,-,-1
Net cash used for investing activites,-,-2962974,-1471004,-721119
Net change in cash,-,-1821387,1041110,524822
Cash at beginning of period,-,2917955,1876845,1352022
Cash at end of period,-,1096567,2917955,1876845
Operating Cash Flow,-,981332,793271,1146139
Capital Expenditure,-,-2913345,-1477579,-726934
Free Cash Flow,-,-1932013,-684308,419205
