Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,1211000,1211000,218000,-2226000,-589000
Other working capital,1117000,1117000,968000,870000,713000
Net cash provided by operating activites,-,-,-,1289000,1404000
Investments in property plant and equipment,-208000,-208000,-325000,-419000,-691000
Acquisitions net,-29000,-29000,-,0,0
Purchases of investments,-35000,-35000,-84000,-516000,-10000
Sales/Maturities of investments,745000,745000,1484000,218000,0
Other investing activites,96000,96000,47000,-82000,-1544000
Net cash used for investing activites,589000,589000,1352000,89000,-189000
Debt repayment,-1909000,-1909000,-2907000,-4973000,-11792000
Common stock issued,-,-,-,0,2496000
Common stock repurchased,-,-77000,-,-,-
Dividends Paid,-165000,-165000,-2000,-2000,-418000
Other financing activites,-134000,-134000,-189000,127000,-611000
Net cash used privided by (used for) financing activities,-520000,-520000,-2647000,-1371000,-1223000
Net change in cash,1394000,1394000,-2000,7000,-8000
Cash at beginning of period,150000,150000,151000,146000,155000
Cash at end of period,1546000,1546000,150000,151000,146000
Operating Cash Flow,-,-,-,1289000,1404000
Capital Expenditure,-208000,-208000,-325000,-419000,-691000
Free Cash Flow,1117000,1117000,968000,870000,713000
