Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3969000,4265000,3011000,3350000
Depreciation & amortization,-,1413000,1411000,1623000
Change in working capital,-,-1810000,-382000,79000
Inventory,-,-1439000,-67000,-398000
Other working capital,-,2644000,1830000,4172000
Other non-cash items,-,202000,-497000,76000
Net cash provided by operating activites,-,4397000,3671000,5785000
Investments in property plant and equipment,-,-1753000,-1841000,-1613000
Purchases of investments,-,-8638000,-4373000,-
Sales/Maturities of investments,-,7104000,2243000,1500000
Other investing activites,-,1000,-2000,3000
Net cash used for investing activites,-,-3281000,-3882000,-38000
Net change in cash,-,-777000,-1496000,5011000
Cash at beginning of period,-,23336000,24832000,19820000
Cash at end of period,-,22559000,23336000,24832000
Operating Cash Flow,-,4397000,3671000,5785000
Capital Expenditure,-,-1753000,-1841000,-1613000
Free Cash Flow,-,2644000,1830000,4172000
