Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,467000,1339000,1065000,126000
Depreciation & amortization,-,1017000,1040000,991000
Change in working capital,-,-1493000,1036000,961000
Inventory,-,-1388000,-550000,1066000
Other working capital,-,87000,3061000,1430000
Other non-cash items,-,95000,240000,44000
Net cash provided by operating activites,-,746000,3560000,1844000
Investments in property plant and equipment,-,-659000,-499000,-414000
Sales/Maturities of investments,-,-,-,62000
Other investing activites,-,-,-,-1965000
Net cash used for investing activites,-,-658000,-499000,-2315000
Net change in cash,-,-857000,1853000,-688000
Cash at beginning of period,-,6820000,4966000,5654000
Cash at end of period,-,5963000,6820000,4966000
Operating Cash Flow,-,746000,3560000,1844000
Capital Expenditure,-,-659000,-499000,-414000
Free Cash Flow,-,87000,3061000,1430000
