Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,5519000,5519000,3290000,4985000,6724000
Depreciation & amortization,8540000,8540000,8964000,9328000,10143000
Change in working capital,5641000,5641000,-691000,-4874000,-1306000
Inventory,5014000,5014000,-5087000,1037000,-950000
Other working capital,15240000,15240000,5530000,3855000,7269000
Other non-cash items,812000,812000,136000,767000,2014000
Net cash provided by operating activites,21921000,21921000,11885000,10746000,16697000
Investments in property plant and equipment,-6681000,-6681000,-6355000,-6891000,-9428000
Purchases of investments,-6000,-6000,-123000,-449000,-9000
Sales/Maturities of investments,597000,597000,677000,-,-
Other investing activites,-408000,-408000,-261000,34000,-191000
Net cash used for investing activites,-5825000,-5825000,-5334000,-6596000,-8956000
Net change in cash,12047000,12047000,2313000,-1396000,1421000
Cash at beginning of period,12338000,12338000,10024000,11421000,9999000
Cash at end of period,24386000,24386000,12338000,10024000,11421000
Operating Cash Flow,21921000,21921000,11885000,10746000,16697000
Capital Expenditure,-6681000,-6681000,-6355000,-6891000,-9428000
Free Cash Flow,15240000,15240000,5530000,3855000,7269000
