Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3551000,5311000,7127000,5724000
Depreciation & amortization,-,5572000,4137000,4323000
Change in working capital,-,-8330000,-2304000,3435000
Inventory,-,-1344000,-3599000,501000
Other working capital,-,-10681000,2274000,8712000
Other non-cash items,-,992000,-956000,-1693000
Net cash provided by operating activites,-,573000,7797000,11971000
Investments in property plant and equipment,-,-11254000,-5523000,-3259000
Acquisitions net,-,-21832000,-4940000,-465000
Purchases of investments,-,-10252000,-1632000,-1507000
Other investing activites,-,484000,2247000,-3163000
Net cash used for investing activites,-,-46326000,-8920000,-2342000
Net change in cash,-,-22854000,-3362000,6884000
Cash at beginning of period,-,45539000,48901000,42017000
Cash at end of period,-,22685000,45539000,48901000
Operating Cash Flow,-,573000,7797000,11971000
Capital Expenditure,-,-11254000,-5523000,-3259000
Free Cash Flow,-,-10681000,2274000,8712000
