Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-1465,-1465,-,-,-39.375
Acquisitions net,2.715,2.715,-92.022,-,-
Other investing activites,-67.5,-67.5,-,-,5.829
Net cash used for investing activites,-1530,-1530,307.978,-,-33.546
Debt repayment,-,-,-195.567,-195.874,-
Common stock issued,4500,4500,-,-,-
Common stock repurchased,-362.715,-362.715,-,-,-
Other financing activites,-22,-22,-,-,-
Net cash used privided by (used for) financing activities,4115,4115,-195.567,-195.874,-210.231
Net change in cash,1936,1936,105.754,-243.281,-375.468
Cash at beginning of period,248.794,248.794,143.04,386.321,761.789
Cash at end of period,2185,2185,248.794,143.04,386.321
Capital Expenditure,-1465,-1465,-,-,-39.375
Free Cash Flow,-2115,-2115,-6.657,-47.407,-171.066
