Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,6812435,7042221,6742041,6243700
Liabilities,,,,
Total Liabilities,6132712,6302701,6037661,5614416
Stockholders' Equity,,,,
Common Stock,511,511,511,511
Retained Earnings,374673,412009,371982,303036
Accumulated other comprehensive income,4321,-15439,-7122,-10412
Total stockholders' equity,679723,739520,704380,629284
Total liabilities and stockholders' equity,6812435,7042221,6742041,6243700
