Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10787000,14141000,13686000,16704000
Depreciation & amortization,-,8100000,8658000,9217000
Change in working capital,-,5579000,177793000,321941000
Other working capital,-,9283000,139561000,311890000
Other non-cash items,-,-77386000,-130666000,-92338000
Net cash provided by operating activites,-,15842000,147022000,318954000
Investments in property plant and equipment,-,-6559000,-7461000,-7064000
Purchases of investments,-,-280356000,-244785000,-333689000
Sales/Maturities of investments,-,483910000,496658000,327320000
Other investing activites,-,-,-1000,1000
Net cash used for investing activites,-,197208000,244963000,-10447000
Net change in cash,-,206462000,387022000,300368000
Cash at beginning of period,-,1388890000,1001868000,701500000
Cash at end of period,-,1595354000,1388890000,1001868000
Operating Cash Flow,-,15842000,147022000,318954000
Capital Expenditure,-,-6559000,-7461000,-7064000
Free Cash Flow,-,9283000,139561000,311890000
