Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,121679,807974,474594,-61779
Depreciation & amortization,-,521223,634995,709288
Change in working capital,-,-380877,-764519,252369
Inventory,-,59209,-118161,-169692
Other working capital,-,903255,524022,521059
Other non-cash items,-,215143,244033,149433
Net cash provided by operating activites,-,1085007,692042,1052318
Investments in property plant and equipment,-,-181752,-168020,-531259
Sales/Maturities of investments,-,43137,11171,1120
Other investing activites,-,-50128,-50448,-6501
Net cash used for investing activites,-,-182559,-196406,-530454
Net change in cash,-,270662,-38583,312327
Cash at beginning of period,-,1856635,1895219,1582892
Cash at end of period,-,2127298,1856635,1895219
Operating Cash Flow,-,1085007,692042,1052318
Capital Expenditure,-,-181752,-168020,-531259
Free Cash Flow,-,903255,524022,521059
