Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13668000,13005000,10782000,9151000
Depreciation & amortization,-,2136000,1796000,1548000
Change in working capital,-,-3533000,-5838000,-7868000
Inventory,-,-2062000,-3307000,-898000
Other working capital,-,6707000,4105000,-1182000
Other non-cash items,-,342000,1452000,-425000
Net cash provided by operating activites,-,11611000,8856000,1023000
Investments in property plant and equipment,-,-4904000,-4751000,-2205000
Acquisitions net,-,-368000,-2792000,-1770000
Purchases of investments,-,-699000,-514000,-
Sales/Maturities of investments,-,10000,124000,29000
Other investing activites,-,-7000,-1012000,-254000
Net cash used for investing activites,-,-3779000,-7458000,-4158000
Net change in cash,-,-467000,14610000,481000
Cash at beginning of period,-,27933000,13309000,12828000
Cash at end of period,-,27432000,27933000,13309000
Operating Cash Flow,-,11611000,8856000,1023000
Capital Expenditure,-,-4904000,-4751000,-2205000
Free Cash Flow,-,6707000,4105000,-1182000
